character_name,create_date,cube_type,miracle_time_flag,item_equip_part,item_level,target_item,potential_option_grade,additional_potential_option_grade,before_potential_options,before_additional_potential_options,after_potential_options,after_additional_potential_options
원기의공백,2022-12-24T16:13:07+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '마력 : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[],"[{'value': '마력 : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:13:05+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '마력 : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:13:04+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[],"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:13:02+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:13:00+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[],"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:45+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '올스탯 : +3%', 'grade': '에픽'}, {'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:43+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '올스탯 : +3%', 'grade': '에픽'}, {'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}]",[]
원기의공백,2022-12-24T16:12:41+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:40+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:38+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:36+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '몬스터 방어율 무시 : +15%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:34+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '몬스터 방어율 무시 : +15%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:32+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[],"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:30+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:28+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:26+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '공격력 : +6%', 'grade': '에픽'}]",[],"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:05+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': 'DEX : +6%', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '공격력 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:03+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '올스탯 : +3%', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[],"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': 'DEX : +6%', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:01+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '올스탯 : +3%', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:12:00+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:58+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:56+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:54+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:52+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:47+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[],"[{'value': '올스탯 : +6%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:44+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[],"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:43+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:41+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '몬스터 방어율 무시 : +30%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:38+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': '몬스터 방어율 무시 : +30%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:36+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:35+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '마력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:33+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': 'STR : +6%', 'grade': '에픽'}]",[],"[{'value': '마력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:29+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[],"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': 'STR : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:28+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'STR : +6%', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': 'INT : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:26+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '데미지 : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'STR : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:24+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '마력 : +6%', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[],"[{'value': '크리티컬 확률 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}, {'value': '데미지 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:22+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '마력 : +6%', 'grade': '에픽'}, {'value': 'LUK : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:20+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:19+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:16+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '데미지 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '공격력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:14+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': '데미지 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '공격 시 3% 확률로 47의 HP 회복', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:12+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[],"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:10+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[],"[{'value': '피격 시 5% 확률로 데미지의 20% 무시', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:07+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '데미지 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '마력 : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:04+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[],"[{'value': '데미지 : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:11:02+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[],"[{'value': 'INT : +9%', 'grade': '유니크'}, {'value': '피격 시 20% 확률로 32의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:10:55+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': '공격력 : +9%', 'grade': '유니크'}, {'value': 'STR : +6%', 'grade': '에픽'}, {'value': '크리티컬 확률 : +8%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:10:53+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:10:51+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': 'LUK : +9%', 'grade': '유니크'}, {'value': '공격 시 3% 확률로 47의 MP 회복', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:10:49+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[],"[{'value': 'DEX : +9%', 'grade': '유니크'}, {'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}]",[]
원기의공백,2022-12-24T16:10:47+09:00,장인의 큐브,이벤트 적용되지 않음,보조무기,100,블랙 여우구슬,유니크,노멀,"[{'value': '피격 시 5% 확률로 데미지의 40% 무시', 'grade': '유니크'}, {'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'DEX : +6%', 'grade': '에픽'}]",[],"[{'value': 'STR : +9%', 'grade': '유니크'}, {'value': '피격 시 30% 확률로 43의 데미지 무시', 'grade': '에픽'}, {'value': '피격 시 20% 확률로 21의 데미지 무시', 'grade': '에픽'}]",[]
